filename	directory	xmin	ymin	xmax	ymax	width	height	defect	defect_ID
img_01_424826800_00002.jpg	images/images\crescent_gap\img_01_424826800_00002.jpg	1237	1	1487	327	2048	1000	crescent_gap	1
img_01_424826800_00003.jpg	images/images\crescent_gap\img_01_424826800_00003.jpg	1256	795	1470	1000	2048	1000	crescent_gap	1
img_01_424995500_00255.jpg	images/images\water_spot\img_01_424995500_00255.jpg	1169	317	1577	809	2048	1000	water_spot	8
img_01_424995500_00289.jpg	images/images\water_spot\img_01_424995500_00289.jpg	1240	8	1672	328	2048	1000	water_spot	8
img_01_425000300_00103.jpg	images/images\water_spot\img_01_425000300_00103.jpg	1191	327	1591	744	2048	1000	water_spot	8
img_01_425000300_00520.jpg	images/images\water_spot\img_01_425000300_00520.jpg	1153	417	1608	932	2048	1000	water_spot	8
img_01_425000300_00630.jpg	images/images\water_spot\img_01_425000300_00630.jpg	1372	1	1564	119	2048	1000	water_spot	8
img_01_425000300_00743.jpg	images/images\water_spot\img_01_425000300_00743.jpg	1230	1	1760	364	2048	1000	water_spot	8
img_01_425005700_00154.jpg	images/images\silk_spot\img_01_425005700_00154.jpg	861	16	1643	974	2048	1000	silk_spot	6
img_01_425005700_00156.jpg	images/images\silk_spot\img_01_425005700_00156.jpg	762	19	1680	981	2048	1000	silk_spot	6
img_01_425005700_00158.jpg	images/images\silk_spot\img_01_425005700_00158.jpg	790	80	1656	942	2048	1000	silk_spot	6
img_01_425005700_00159.jpg	images/images\silk_spot\img_01_425005700_00159.jpg	818	37	1582	981	2048	1000	silk_spot	6
img_01_425005700_00162.jpg	images/images\silk_spot\img_01_425005700_00162.jpg	969	106	1551	862	2048	1000	silk_spot	6
img_01_425005700_00163.jpg	images/images\silk_spot\img_01_425005700_00163.jpg	977	53	1593	1000	2048	1000	silk_spot	6
img_01_425005700_00164.jpg	images/images\silk_spot\img_01_425005700_00164.jpg	950	19	1557	972	2048	1000	silk_spot	6
img_01_425005700_00168.jpg	images/images\silk_spot\img_01_425005700_00168.jpg	956	25	1356	996	2048	1000	silk_spot	6
img_01_425005700_00172.jpg	images/images\silk_spot\img_01_425005700_00172.jpg	1043	3	1307	825	2048	1000	silk_spot	6
img_01_425005700_00175.jpg	images/images\silk_spot\img_01_425005700_00175.jpg	1018	25	1353	765	2048	1000	silk_spot	6
img_01_425005700_00176.jpg	images/images\silk_spot\img_01_425005700_00176.jpg	1040	34	1515	791	2048	1000	silk_spot	6
img_01_425005700_00181.jpg	images/images\silk_spot\img_01_425005700_00181.jpg	1005	50	1503	853	2048	1000	silk_spot	6
img_01_425005700_00183.jpg	images/images\silk_spot\img_01_425005700_00183.jpg	1008	1	1522	796	2048	1000	silk_spot	6
img_01_425005700_00189.jpg	images/images\silk_spot\img_01_425005700_00189.jpg	1013	37	1535	775	2048	1000	silk_spot	6
img_01_425005700_00191.jpg	images/images\silk_spot\img_01_425005700_00191.jpg	997	12	1564	916	2048	1000	silk_spot	6
img_01_425005700_00192.jpg	images/images\silk_spot\img_01_425005700_00192.jpg	953	24	1285	942	2048	1000	silk_spot	6
img_01_425005700_00194.jpg	images/images\silk_spot\img_01_425005700_00194.jpg	969	1	1348	959	2048	1000	silk_spot	6
img_01_425005700_00195.jpg	images/images\silk_spot\img_01_425005700_00195.jpg	990	16	1366	1000	2048	1000	silk_spot	6
img_01_425005700_00196.jpg	images/images\silk_spot\img_01_425005700_00196.jpg	987	1	1425	952	2048	1000	silk_spot	6
img_01_425005700_00197.jpg	images/images\silk_spot\img_01_425005700_00197.jpg	825	1	1372	980	2048	1000	silk_spot	6
img_01_425005700_00198.jpg	images/images\silk_spot\img_01_425005700_00198.jpg	904	1	1486	936	2048	1000	silk_spot	6
img_01_425005700_00199.jpg	images/images\silk_spot\img_01_425005700_00199.jpg	956	1	1460	857	2048	1000	silk_spot	6
img_01_425005700_00200.jpg	images/images\silk_spot\img_01_425005700_00200.jpg	933	1	1508	957	2048	1000	silk_spot	6
img_01_425005700_00201.jpg	images/images\silk_spot\img_01_425005700_00201.jpg	946	1	1431	944	2048	1000	silk_spot	6
img_01_425005700_00202.jpg	images/images\silk_spot\img_01_425005700_00202.jpg	930	45	1490	948	2048	1000	silk_spot	6
img_01_425005700_00203.jpg	images/images\silk_spot\img_01_425005700_00203.jpg	1008	63	1528	1000	2048	1000	silk_spot	6
img_01_425005700_00205.jpg	images/images\silk_spot\img_01_425005700_00205.jpg	923	9	1519	1000	2048	1000	silk_spot	6
img_01_425005700_00207.jpg	images/images\silk_spot\img_01_425005700_00207.jpg	987	19	1579	968	2048	1000	silk_spot	6
img_01_425005700_00208.jpg	images/images\silk_spot\img_01_425005700_00208.jpg	931	57	1373	1000	2048	1000	silk_spot	6
img_01_425005700_00211.jpg	images/images\silk_spot\img_01_425005700_00211.jpg	956	10	1474	960	2048	1000	silk_spot	6
img_01_425005700_00212.jpg	images/images\silk_spot\img_01_425005700_00212.jpg	995	1	1418	931	2048	1000	silk_spot	6
img_01_425005700_00213.jpg	images/images\silk_spot\img_01_425005700_00213.jpg	981	1	1440	964	2048	1000	silk_spot	6
img_01_425005700_00221.jpg	images/images\silk_spot\img_01_425005700_00221.jpg	918	406	1515	968	2048	1000	silk_spot	6
img_01_425005700_00223.jpg	images/images\silk_spot\img_01_425005700_00223.jpg	1067	117	1520	891	2048	1000	silk_spot	6
img_01_425005700_00233.jpg	images/images\silk_spot\img_01_425005700_00233.jpg	846	23	1306	735	2048	1000	silk_spot	6
img_01_425005700_00239.jpg	images/images\silk_spot\img_01_425005700_00239.jpg	879	44	1430	876	2048	1000	silk_spot	6
img_01_425005700_00240.jpg	images/images\silk_spot\img_01_425005700_00240.jpg	874	73	1375	1000	2048	1000	silk_spot	6
img_01_425005700_00241.jpg	images/images\silk_spot\img_01_425005700_00241.jpg	923	45	1358	942	2048	1000	silk_spot	6
img_01_425005700_00246.jpg	images/images\silk_spot\img_01_425005700_00246.jpg	907	32	1403	1000	2048	1000	silk_spot	6
img_01_425005700_00253.jpg	images/images\silk_spot\img_01_425005700_00253.jpg	818	25	1207	929	2048	1000	silk_spot	6
img_01_425005700_00254.jpg	images/images\silk_spot\img_01_425005700_00254.jpg	828	22	1208	868	2048	1000	silk_spot	6
img_01_425005700_00255.jpg	images/images\silk_spot\img_01_425005700_00255.jpg	800	101	1230	932	2048	1000	silk_spot	6
img_01_425005700_00256.jpg	images/images\silk_spot\img_01_425005700_00256.jpg	867	66	1271	945	2048	1000	silk_spot	6
img_01_425005700_00258.jpg	images/images\silk_spot\img_01_425005700_00258.jpg	899	19	1292	1000	2048	1000	silk_spot	6
img_01_425005700_00266.jpg	images/images\silk_spot\img_01_425005700_00266.jpg	807	93	1326	862	2048	1000	silk_spot	6
img_01_425005700_00267.jpg	images/images\silk_spot\img_01_425005700_00267.jpg	863	1	1429	923	2048	1000	silk_spot	6
img_01_425005700_00270.jpg	images/images\silk_spot\img_01_425005700_00270.jpg	887	39	1349	858	2048	1000	silk_spot	6
img_01_425005700_00273.jpg	images/images\silk_spot\img_01_425005700_00273.jpg	792	1	1317	972	2048	1000	silk_spot	6
img_01_425005700_00277.jpg	images/images\silk_spot\img_01_425005700_00277.jpg	855	1	1440	971	2048	1000	silk_spot	6
img_01_425005700_00279.jpg	images/images\silk_spot\img_01_425005700_00279.jpg	881	1	1423	954	2048	1000	silk_spot	6
img_01_425005700_00283.jpg	images/images\silk_spot\img_01_425005700_00283.jpg	832	1	1388	843	2048	1000	silk_spot	6
img_01_425005700_00285.jpg	images/images\silk_spot\img_01_425005700_00285.jpg	753	1	1430	965	2048	1000	silk_spot	6
img_01_425005700_00286.jpg	images/images\silk_spot\img_01_425005700_00286.jpg	771	44	1281	848	2048	1000	silk_spot	6
img_01_425005700_00287.jpg	images/images\silk_spot\img_01_425005700_00287.jpg	769	16	1297	941	2048	1000	silk_spot	6
img_01_425005700_00288.jpg	images/images\silk_spot\img_01_425005700_00288.jpg	826	1	1366	777	2048	1000	silk_spot	6
img_01_425005700_00289.jpg	images/images\silk_spot\img_01_425005700_00289.jpg	889	1	1373	895	2048	1000	silk_spot	6
img_01_425005700_00290.jpg	images/images\silk_spot\img_01_425005700_00290.jpg	815	55	1362	840	2048	1000	silk_spot	6
img_01_425005700_00291.jpg	images/images\silk_spot\img_01_425005700_00291.jpg	822	6	1387	953	2048	1000	silk_spot	6
img_01_425005700_00292.jpg	images/images\silk_spot\img_01_425005700_00292.jpg	836	1	1323	951	2048	1000	silk_spot	6
img_01_425005700_00297.jpg	images/images\silk_spot\img_01_425005700_00297.jpg	869	78	1289	773	2048	1000	silk_spot	6
img_01_425005700_00298.jpg	images/images\silk_spot\img_01_425005700_00298.jpg	874	71	1389	891	2048	1000	silk_spot	6
img_01_425005700_00300.jpg	images/images\silk_spot\img_01_425005700_00300.jpg	895	52	1428	878	2048	1000	silk_spot	6
img_01_425005700_00301.jpg	images/images\silk_spot\img_01_425005700_00301.jpg	876	105	1429	890	2048	1000	silk_spot	6
img_01_425005700_00302.jpg	images/images\silk_spot\img_01_425005700_00302.jpg	908	183	1453	940	2048	1000	silk_spot	6
img_01_425005700_00304.jpg	images/images\silk_spot\img_01_425005700_00304.jpg	838	99	1310	634	2048	1000	silk_spot	6
img_01_425005700_00307.jpg	images/images\silk_spot\img_01_425005700_00307.jpg	812	1	1440	740	2048	1000	silk_spot	6
img_01_425005700_00309.jpg	images/images\silk_spot\img_01_425005700_00309.jpg	793	1	1400	802	2048	1000	silk_spot	6
img_01_425005700_00310.jpg	images/images\silk_spot\img_01_425005700_00310.jpg	837	1	1429	854	2048	1000	silk_spot	6
img_01_425005700_00312.jpg	images/images\silk_spot\img_01_425005700_00312.jpg	870	1	1424	831	2048	1000	silk_spot	6
img_01_425005700_00313.jpg	images/images\silk_spot\img_01_425005700_00313.jpg	777	63	1354	878	2048	1000	silk_spot	6
img_01_425005700_00314.jpg	images/images\silk_spot\img_01_425005700_00314.jpg	753	48	1425	875	2048	1000	silk_spot	6
img_01_425005700_00317.jpg	images/images\silk_spot\img_01_425005700_00317.jpg	739	47	1392	914	2048	1000	silk_spot	6
img_01_425005700_00320.jpg	images/images\silk_spot\img_01_425005700_00320.jpg	792	52	1417	809	2048	1000	silk_spot	6
img_01_425005700_00321.jpg	images/images\silk_spot\img_01_425005700_00321.jpg	778	1	1376	936	2048	1000	silk_spot	6
img_01_425005700_00322.jpg	images/images\silk_spot\img_01_425005700_00322.jpg	824	1	1477	856	2048	1000	silk_spot	6
img_01_425005700_00325.jpg	images/images\silk_spot\img_01_425005700_00325.jpg	892	89	1425	858	2048	1000	silk_spot	6
img_01_425005700_00326.jpg	images/images\silk_spot\img_01_425005700_00326.jpg	874	94	1415	907	2048	1000	silk_spot	6
img_01_425005700_00327.jpg	images/images\silk_spot\img_01_425005700_00327.jpg	785	66	1512	921	2048	1000	silk_spot	6
img_01_425005700_00328.jpg	images/images\silk_spot\img_01_425005700_00328.jpg	867	52	1492	939	2048	1000	silk_spot	6
img_01_425005700_00333.jpg	images/images\silk_spot\img_01_425005700_00333.jpg	798	1	1513	937	2048	1000	silk_spot	6
img_01_425005700_00335.jpg	images/images\silk_spot\img_01_425005700_00335.jpg	838	34	1446	873	2048	1000	silk_spot	6
img_01_425005700_00336.jpg	images/images\silk_spot\img_01_425005700_00336.jpg	762	1	1403	810	2048	1000	silk_spot	6
img_01_425005700_00337.jpg	images/images\silk_spot\img_01_425005700_00337.jpg	813	76	1407	927	2048	1000	silk_spot	6
img_01_425005700_00342.jpg	images/images\silk_spot\img_01_425005700_00342.jpg	867	65	1353	709	2048	1000	silk_spot	6
img_01_425005700_00343.jpg	images/images\silk_spot\img_01_425005700_00343.jpg	830	55	1399	866	2048	1000	silk_spot	6
img_01_425005700_00354.jpg	images/images\silk_spot\img_01_425005700_00354.jpg	899	127	1425	821	2048	1000	silk_spot	6
img_01_425005700_00362.jpg	images/images\silk_spot\img_01_425005700_00362.jpg	951	50	1430	811	2048	1000	silk_spot	6
img_01_425005700_00371.jpg	images/images\silk_spot\img_01_425005700_00371.jpg	985	60	1410	730	2048	1000	silk_spot	6
img_01_425005700_00375.jpg	images/images\silk_spot\img_01_425005700_00375.jpg	784	76	1394	727	2048	1000	silk_spot	6
img_01_425005700_00377.jpg	images/images\silk_spot\img_01_425005700_00377.jpg	848	60	1412	762	2048	1000	silk_spot	6
img_01_425005700_00378.jpg	images/images\silk_spot\img_01_425005700_00378.jpg	879	55	1415	676	2048	1000	silk_spot	6
img_01_425005700_00379.jpg	images/images\silk_spot\img_01_425005700_00379.jpg	894	37	1341	476	2048	1000	silk_spot	6
img_01_425005700_00381.jpg	images/images\silk_spot\img_01_425005700_00381.jpg	908	80	1276	952	2048	1000	silk_spot	6
img_01_425005700_00384.jpg	images/images\silk_spot\img_01_425005700_00384.jpg	787	55	1285	888	2048	1000	silk_spot	6
img_01_425005700_00395.jpg	images/images\silk_spot\img_01_425005700_00395.jpg	826	73	1354	894	2048	1000	silk_spot	6
img_01_425005700_00396.jpg	images/images\silk_spot\img_01_425005700_00396.jpg	784	1	1343	918	2048	1000	silk_spot	6
img_01_425005700_00398.jpg	images/images\silk_spot\img_01_425005700_00398.jpg	800	16	1423	927	2048	1000	silk_spot	6
img_01_425005700_00400.jpg	images/images\silk_spot\img_01_425005700_00400.jpg	782	25	1441	927	2048	1000	silk_spot	6
img_01_425005700_00403.jpg	images/images\silk_spot\img_01_425005700_00403.jpg	785	32	1377	909	2048	1000	silk_spot	6
img_01_425005700_00404.jpg	images/images\silk_spot\img_01_425005700_00404.jpg	818	47	1413	996	2048	1000	silk_spot	6
img_01_425005700_00406.jpg	images/images\silk_spot\img_01_425005700_00406.jpg	840	30	1394	783	2048	1000	silk_spot	6
img_01_425005700_00409.jpg	images/images\silk_spot\img_01_425005700_00409.jpg	762	1	1354	788	2048	1000	silk_spot	6
img_01_425005700_00410.jpg	images/images\silk_spot\img_01_425005700_00410.jpg	820	19	1451	747	2048	1000	silk_spot	6
img_01_425005700_00419.jpg	images/images\silk_spot\img_01_425005700_00419.jpg	849	83	1384	917	2048	1000	silk_spot	6
img_01_425005700_00421.jpg	images/images\silk_spot\img_01_425005700_00421.jpg	869	68	1641	865	2048	1000	silk_spot	6
img_01_425005700_00440.jpg	images/images\silk_spot\img_01_425005700_00440.jpg	822	55	1326	789	2048	1000	silk_spot	6
img_01_425005700_00441.jpg	images/images\silk_spot\img_01_425005700_00441.jpg	866	93	1364	858	2048	1000	silk_spot	6
img_01_425005700_00442.jpg	images/images\silk_spot\img_01_425005700_00442.jpg	810	116	1405	819	2048	1000	silk_spot	6
img_01_425005700_00444.jpg	images/images\silk_spot\img_01_425005700_00444.jpg	846	65	1438	834	2048	1000	silk_spot	6
img_01_425005700_00446.jpg	images/images\silk_spot\img_01_425005700_00446.jpg	881	66	1415	891	2048	1000	silk_spot	6
img_01_425005700_00447.jpg	images/images\silk_spot\img_01_425005700_00447.jpg	830	84	1362	907	2048	1000	silk_spot	6
img_01_425005700_00451.jpg	images/images\silk_spot\img_01_425005700_00451.jpg	854	76	1403	763	2048	1000	silk_spot	6
img_01_425005700_00453.jpg	images/images\silk_spot\img_01_425005700_00453.jpg	730	94	1517	898	2048	1000	silk_spot	6
img_01_425005700_00463.jpg	images/images\silk_spot\img_01_425005700_00463.jpg	820	27	1256	848	2048	1000	silk_spot	6
img_01_425005700_00464.jpg	images/images\silk_spot\img_01_425005700_00464.jpg	805	66	1243	919	2048	1000	silk_spot	6
img_01_425005700_00465.jpg	images/images\silk_spot\img_01_425005700_00465.jpg	814	41	1216	855	2048	1000	silk_spot	6
img_01_425005700_00466.jpg	images/images\silk_spot\img_01_425005700_00466.jpg	787	34	1317	780	2048	1000	silk_spot	6
img_01_425005700_00467.jpg	images/images\silk_spot\img_01_425005700_00467.jpg	802	75	1310	965	2048	1000	silk_spot	6
img_01_425005700_00468.jpg	images/images\silk_spot\img_01_425005700_00468.jpg	792	9	1258	950	2048	1000	silk_spot	6
img_01_425005700_00469.jpg	images/images\silk_spot\img_01_425005700_00469.jpg	805	216	1172	978	2048	1000	silk_spot	6
img_01_425005700_00470.jpg	images/images\silk_spot\img_01_425005700_00470.jpg	800	42	1174	727	2048	1000	silk_spot	6
img_01_425005700_00471.jpg	images/images\silk_spot\img_01_425005700_00471.jpg	792	14	1230	698	2048	1000	silk_spot	6
img_01_425005700_00476.jpg	images/images\silk_spot\img_01_425005700_00476.jpg	762	306	1159	924	2048	1000	silk_spot	6
img_01_425005700_00485.jpg	images/images\silk_spot\img_01_425005700_00485.jpg	830	16	1272	783	2048	1000	silk_spot	6
img_01_425005700_00487.jpg	images/images\silk_spot\img_01_425005700_00487.jpg	815	53	1308	921	2048	1000	silk_spot	6
img_01_425005700_00490.jpg	images/images\silk_spot\img_01_425005700_00490.jpg	777	1	1195	822	2048	1000	silk_spot	6
img_01_425005700_00497.jpg	images/images\silk_spot\img_01_425005700_00497.jpg	818	19	1248	891	2048	1000	silk_spot	6
img_01_425005700_00500.jpg	images/images\silk_spot\img_01_425005700_00500.jpg	807	229	1108	773	2048	1000	silk_spot	6
img_01_425005700_00501.jpg	images/images\silk_spot\img_01_425005700_00501.jpg	851	42	1252	1000	2048	1000	silk_spot	6
img_01_425005700_00503.jpg	images/images\silk_spot\img_01_425005700_00503.jpg	826	29	1256	845	2048	1000	silk_spot	6
img_01_425005700_00506.jpg	images/images\silk_spot\img_01_425005700_00506.jpg	871	50	1277	852	2048	1000	silk_spot	6
img_01_425005700_00555.jpg	images/images\silk_spot\img_01_425005700_00555.jpg	846	98	1217	939	2048	1000	silk_spot	6
img_01_425005700_00565.jpg	images/images\silk_spot\img_01_425005700_00565.jpg	890	50	1341	781	2048	1000	silk_spot	6
img_01_425006100_00947.jpg	images/images\crescent_gap\img_01_425006100_00947.jpg	497	606	704	1000	2048	1000	crescent_gap	1
img_01_425006200_00175.jpg	images/images\water_spot\img_01_425006200_00175.jpg	1299	305	1699	662	2048	1000	water_spot	8
img_01_425006200_00373.jpg	images/images\water_spot\img_01_425006200_00373.jpg	1270	771	1579	1000	2048	1000	water_spot	8
img_01_425006200_00448.jpg	images/images\water_spot\img_01_425006200_00448.jpg	1346	434	1562	683	2048	1000	water_spot	8
img_01_425006200_00530.jpg	images/images\water_spot\img_01_425006200_00530.jpg	1213	598	1518	950	2048	1000	water_spot	8
img_01_425006200_00929.jpg	images/images\water_spot\img_01_425006200_00929.jpg	1189	434	1548	893	2048	1000	water_spot	8
img_01_425006200_01173.jpg	images/images\crescent_gap\img_01_425006200_01173.jpg	475	219	783	822	2048	1000	crescent_gap	1
img_01_425006400_00001.jpg	images/images\crescent_gap\img_01_425006400_00001.jpg	562	704	824	1000	2048	1000	crescent_gap	1
img_01_425006600_00001.jpg	images/images\crescent_gap\img_01_425006600_00001.jpg	612	732	820	1000	2048	1000	crescent_gap	1
img_01_425006600_00376.jpg	images/images\water_spot\img_01_425006600_00376.jpg	1053	498	1452	1000	2048	1000	water_spot	8
img_01_425006600_00498.jpg	images/images\water_spot\img_01_425006600_00498.jpg	1163	1	1553	337	2048	1000	water_spot	8
img_01_425006600_00499.jpg	images/images\water_spot\img_01_425006600_00499.jpg	1097	857	1249	1000	2048	1000	water_spot	8
img_01_425006600_00599.jpg	images/images\water_spot\img_01_425006600_00599.jpg	1181	1	1613	376	2048	1000	water_spot	8
img_01_425006600_00905.jpg	images/images\water_spot\img_01_425006600_00905.jpg	1328	253	1666	630	2048	1000	water_spot	8
img_01_425006800_00261.jpg	images/images\water_spot\img_01_425006800_00261.jpg	1177	11	1564	371	2048	1000	water_spot	8
img_01_425006800_00262.jpg	images/images\water_spot\img_01_425006800_00262.jpg	1110	834	1282	1000	2048	1000	water_spot	8
img_01_425007500_00001.jpg	images/images\crescent_gap\img_01_425007500_00001.jpg	703	644	939	1000	2048	1000	crescent_gap	1
img_01_425007500_00003.jpg	images/images\water_spot\img_01_425007500_00003.jpg	1817	273	1941	433	2048	1000	water_spot	8
img_01_425007500_01234.jpg	images/images\water_spot\img_01_425007500_01234.jpg	999	752	1284	1000	2048	1000	water_spot	8
img_01_425007500_01452.jpg	images/images\crescent_gap\img_01_425007500_01452.jpg	678	1	892	209	2048	1000	crescent_gap	1
img_01_425007500_01453.jpg	images/images\crescent_gap\img_01_425007500_01453.jpg	735	665	970	1000	2048	1000	crescent_gap	1
img_01_425007600_00126.jpg	images/images\water_spot\img_01_425007600_00126.jpg	1226	826	1485	996	2048	1000	water_spot	8
img_01_425007600_00286.jpg	images/images\water_spot\img_01_425007600_00286.jpg	1231	66	1613	455	2048	1000	water_spot	8
img_01_425007600_00459.jpg	images/images\water_spot\img_01_425007600_00459.jpg	1343	3	1558	168	2048	1000	water_spot	8
img_01_425007600_00532.jpg	images/images\water_spot\img_01_425007600_00532.jpg	1125	591	1591	1000	2048	1000	water_spot	8
img_01_425007600_00599.jpg	images/images\water_spot\img_01_425007600_00599.jpg	1277	42	1653	376	2048	1000	water_spot	8
img_01_425007600_00673.jpg	images/images\water_spot\img_01_425007600_00673.jpg	1290	1	1618	293	2048	1000	water_spot	8
img_01_425007600_00674.jpg	images/images\water_spot\img_01_425007600_00674.jpg	1243	858	1455	1000	2048	1000	water_spot	8
img_01_425007600_00854.jpg	images/images\water_spot\img_01_425007600_00854.jpg	1208	117	1600	552	2048	1000	water_spot	8
img_01_425007600_01072.jpg	images/images\crescent_gap\img_01_425007600_01072.jpg	897	176	2048	234	2048	1000	crescent_gap	1
img_01_425008000_00002.jpg	images/images\water_spot\img_01_425008000_00002.jpg	1177	583	1574	1000	2048	1000	water_spot	8
img_01_425008000_00037.jpg	images/images\water_spot\img_01_425008000_00037.jpg	1231	3	1558	317	2048	1000	water_spot	8
img_01_425008000_00071.jpg	images/images\water_spot\img_01_425008000_00071.jpg	1272	1	1610	214	2048	1000	water_spot	8
img_01_425008000_00104.jpg	images/images\water_spot\img_01_425008000_00104.jpg	1158	389	1531	880	2048	1000	water_spot	8
img_01_425008000_00140.jpg	images/images\water_spot\img_01_425008000_00140.jpg	1228	1	1605	262	2048	1000	water_spot	8
img_01_425008000_00175.jpg	images/images\water_spot\img_01_425008000_00175.jpg	1051	248	1633	753	2048	1000	water_spot	8
img_01_425008000_00211.jpg	images/images\water_spot\img_01_425008000_00211.jpg	1302	178	1607	539	2048	1000	water_spot	8
img_01_425008000_00252.jpg	images/images\water_spot\img_01_425008000_00252.jpg	1143	181	1666	621	2048	1000	water_spot	8
img_01_425008000_00281.jpg	images/images\water_spot\img_01_425008000_00281.jpg	1236	1	1630	273	2048	1000	water_spot	8
img_01_425008000_00572.jpg	images/images\water_spot\img_01_425008000_00572.jpg	1194	4	1546	332	2048	1000	water_spot	8
img_01_425008500_00104.jpg	images/images\water_spot\img_01_425008500_00104.jpg	1212	245	1622	699	2048	1000	water_spot	8
img_01_425008500_00183.jpg	images/images\water_spot\img_01_425008500_00183.jpg	1162	47	1620	542	2048	1000	water_spot	8
img_01_425008500_00260.jpg	images/images\water_spot\img_01_425008500_00260.jpg	1205	265	1602	742	2048	1000	water_spot	8
img_01_425008500_00338.jpg	images/images\water_spot\img_01_425008500_00338.jpg	1372	6	1640	125	2048	1000	water_spot	8
img_01_425008500_00339.jpg	images/images\water_spot\img_01_425008500_00339.jpg	1143	586	1526	1000	2048	1000	water_spot	8
img_01_425008500_00410.jpg	images/images\water_spot\img_01_425008500_00410.jpg	1190	422	1638	865	2048	1000	water_spot	8
img_01_425008500_00476.jpg	images/images\water_spot\img_01_425008500_00476.jpg	1249	498	1577	789	2048	1000	water_spot	8
img_01_425008500_00532.jpg	images/images\water_spot\img_01_425008500_00532.jpg	1123	611	1551	996	2048	1000	water_spot	8
img_01_425008500_00584.jpg	images/images\water_spot\img_01_425008500_00584.jpg	1279	1	1546	177	2048	1000	water_spot	8
img_01_425008500_00585.jpg	images/images\water_spot\img_01_425008500_00585.jpg	1238	822	1481	1000	2048	1000	water_spot	8
img_01_425008500_00636.jpg	images/images\water_spot\img_01_425008500_00636.jpg	1113	588	1574	998	2048	1000	water_spot	8
img_01_425008500_00677.jpg	images/images\water_spot\img_01_425008500_00677.jpg	1192	22	1562	466	2048	1000	water_spot	8
img_01_425008500_00704.jpg	images/images\water_spot\img_01_425008500_00704.jpg	954	188	1464	752	2048	1000	water_spot	8
img_01_425008500_00793.jpg	images/images\water_spot\img_01_425008500_00793.jpg	1266	1	1522	152	2048	1000	water_spot	8
img_01_425008500_00794.jpg	images/images\water_spot\img_01_425008500_00794.jpg	1089	624	1523	1000	2048	1000	water_spot	8
img_01_425008500_00819.jpg	images/images\water_spot\img_01_425008500_00819.jpg	1143	411	1584	822	2048	1000	water_spot	8
img_01_425008500_00846.jpg	images/images\water_spot\img_01_425008500_00846.jpg	1192	1	1564	385	2048	1000	water_spot	8
img_01_425008500_00874.jpg	images/images\crescent_gap\img_01_425008500_00874.jpg	720	342	1026	922	2048	1000	crescent_gap	1
img_01_425241400_00039.jpg	images/images\water_spot\img_01_425241400_00039.jpg	1018	701	1414	1000	2048	1000	water_spot	8
img_01_425241400_00053.jpg	images/images\water_spot\img_01_425241400_00053.jpg	1117	384	1400	670	2048	1000	water_spot	8
img_01_425241500_00995.jpg	images/images\water_spot\img_01_425241500_00995.jpg	936	471	1428	1000	2048	1000	water_spot	8
img_01_425241500_01125.jpg	images/images\water_spot\img_01_425241500_01125.jpg	1118	211	1535	644	2048	1000	water_spot	8
img_01_425241500_01136.jpg	images/images\water_spot\img_01_425241500_01136.jpg	941	52	1402	627	2048	1000	water_spot	8
img_01_425241600_00041.jpg	images/images\water_spot\img_01_425241600_00041.jpg	1020	222	1417	525	2048	1000	water_spot	8
img_01_425241600_00283.jpg	images/images\water_spot\img_01_425241600_00283.jpg	984	422	1564	1000	2048	1000	water_spot	8
