filename	directory	defect	defect_ID
3066.jpg	datas\iron sheet ash\3066.jpg	iron sheet ash	1
3067.jpg	datas\iron sheet ash\3067.jpg	iron sheet ash	1
3068.jpg	datas\iron sheet ash\3068.jpg	iron sheet ash	1
3069.jpg	datas\iron sheet ash\3069.jpg	iron sheet ash	1
3070.jpg	datas\iron sheet ash\3070.jpg	iron sheet ash	1
3071.jpg	datas\iron sheet ash\3071.jpg	iron sheet ash	1
3072.jpg	datas\iron sheet ash\3072.jpg	iron sheet ash	1
3073.jpg	datas\iron sheet ash\3073.jpg	iron sheet ash	1
3074.jpg	datas\iron sheet ash\3074.jpg	iron sheet ash	1
3075.jpg	datas\iron sheet ash\3075.jpg	iron sheet ash	1
3076.jpg	datas\iron sheet ash\3076.jpg	iron sheet ash	1
3077.jpg	datas\iron sheet ash\3077.jpg	iron sheet ash	1
3078.jpg	datas\iron sheet ash\3078.jpg	iron sheet ash	1
3079.jpg	datas\iron sheet ash\3079.jpg	iron sheet ash	1
3080.jpg	datas\iron sheet ash\3080.jpg	iron sheet ash	1
3081.jpg	datas\iron sheet ash\3081.jpg	iron sheet ash	1
3082.jpg	datas\iron sheet ash\3082.jpg	iron sheet ash	1
3083.jpg	datas\iron sheet ash\3083.jpg	iron sheet ash	1
3084.jpg	datas\iron sheet ash\3084.jpg	iron sheet ash	1
3085.jpg	datas\iron sheet ash\3085.jpg	iron sheet ash	1
3086.jpg	datas\iron sheet ash\3086.jpg	iron sheet ash	1
3087.jpg	datas\iron sheet ash\3087.jpg	iron sheet ash	1
3088.jpg	datas\iron sheet ash\3088.jpg	iron sheet ash	1
3089.jpg	datas\iron sheet ash\3089.jpg	iron sheet ash	1
3090.jpg	datas\iron sheet ash\3090.jpg	iron sheet ash	1
3091.jpg	datas\iron sheet ash\3091.jpg	iron sheet ash	1
3092.jpg	datas\iron sheet ash\3092.jpg	iron sheet ash	1
3093.jpg	datas\iron sheet ash\3093.jpg	iron sheet ash	1
3094.jpg	datas\iron sheet ash\3094.jpg	iron sheet ash	1
3095.jpg	datas\iron sheet ash\3095.jpg	iron sheet ash	1
3096.jpg	datas\iron sheet ash\3096.jpg	iron sheet ash	1
3097.jpg	datas\iron sheet ash\3097.jpg	iron sheet ash	1
3098.jpg	datas\iron sheet ash\3098.jpg	iron sheet ash	1
3099.jpg	datas\iron sheet ash\3099.jpg	iron sheet ash	1
3100.jpg	datas\iron sheet ash\3100.jpg	iron sheet ash	1
3101.jpg	datas\iron sheet ash\3101.jpg	iron sheet ash	1
3102.jpg	datas\iron sheet ash\3102.jpg	iron sheet ash	1
3103.jpg	datas\iron sheet ash\3103.jpg	iron sheet ash	1
3104.jpg	datas\iron sheet ash\3104.jpg	iron sheet ash	1
3105.jpg	datas\iron sheet ash\3105.jpg	iron sheet ash	1
3106.jpg	datas\iron sheet ash\3106.jpg	iron sheet ash	1
3107.jpg	datas\iron sheet ash\3107.jpg	iron sheet ash	1
3108.jpg	datas\iron sheet ash\3108.jpg	iron sheet ash	1
3109.jpg	datas\iron sheet ash\3109.jpg	iron sheet ash	1
3110.jpg	datas\iron sheet ash\3110.jpg	iron sheet ash	1
3111.jpg	datas\iron sheet ash\3111.jpg	iron sheet ash	1
3112.jpg	datas\iron sheet ash\3112.jpg	iron sheet ash	1
3113.jpg	datas\iron sheet ash\3113.jpg	iron sheet ash	1
3114.jpg	datas\iron sheet ash\3114.jpg	iron sheet ash	1
3115.jpg	datas\iron sheet ash\3115.jpg	iron sheet ash	1
3116.jpg	datas\iron sheet ash\3116.jpg	iron sheet ash	1
3117.jpg	datas\iron sheet ash\3117.jpg	iron sheet ash	1
3118.jpg	datas\iron sheet ash\3118.jpg	iron sheet ash	1
3119.jpg	datas\iron sheet ash\3119.jpg	iron sheet ash	1
3120.jpg	datas\iron sheet ash\3120.jpg	iron sheet ash	1
3121.jpg	datas\iron sheet ash\3121.jpg	iron sheet ash	1
3122.jpg	datas\iron sheet ash\3122.jpg	iron sheet ash	1
5001.jpg	datas\oxide scale of plate system\5001.jpg	oxide scale of plate system	2
5002.jpg	datas\oxide scale of plate system\5002.jpg	oxide scale of plate system	2
5003.jpg	datas\oxide scale of plate system\5003.jpg	oxide scale of plate system	2
5004.jpg	datas\oxide scale of plate system\5004.jpg	oxide scale of plate system	2
5005.jpg	datas\oxide scale of plate system\5005.jpg	oxide scale of plate system	2
5006.jpg	datas\oxide scale of plate system\5006.jpg	oxide scale of plate system	2
5007.jpg	datas\oxide scale of plate system\5007.jpg	oxide scale of plate system	2
5008.jpg	datas\oxide scale of plate system\5008.jpg	oxide scale of plate system	2
5009.jpg	datas\oxide scale of plate system\5009.jpg	oxide scale of plate system	2
5010.jpg	datas\oxide scale of plate system\5010.jpg	oxide scale of plate system	2
5011.jpg	datas\oxide scale of plate system\5011.jpg	oxide scale of plate system	2
5012.jpg	datas\oxide scale of plate system\5012.jpg	oxide scale of plate system	2
5013.jpg	datas\oxide scale of plate system\5013.jpg	oxide scale of plate system	2
5014.jpg	datas\oxide scale of plate system\5014.jpg	oxide scale of plate system	2
5015.jpg	datas\oxide scale of plate system\5015.jpg	oxide scale of plate system	2
5016.jpg	datas\oxide scale of plate system\5016.jpg	oxide scale of plate system	2
5017.jpg	datas\oxide scale of plate system\5017.jpg	oxide scale of plate system	2
5018.jpg	datas\oxide scale of plate system\5018.jpg	oxide scale of plate system	2
5019.jpg	datas\oxide scale of plate system\5019.jpg	oxide scale of plate system	2
5020.jpg	datas\oxide scale of plate system\5020.jpg	oxide scale of plate system	2
5021.jpg	datas\oxide scale of plate system\5021.jpg	oxide scale of plate system	2
5022.jpg	datas\oxide scale of plate system\5022.jpg	oxide scale of plate system	2
5023.jpg	datas\oxide scale of plate system\5023.jpg	oxide scale of plate system	2
5024.jpg	datas\oxide scale of plate system\5024.jpg	oxide scale of plate system	2
5025.jpg	datas\oxide scale of plate system\5025.jpg	oxide scale of plate system	2
5026.jpg	datas\oxide scale of plate system\5026.jpg	oxide scale of plate system	2
5027.jpg	datas\oxide scale of plate system\5027.jpg	oxide scale of plate system	2
5028.jpg	datas\oxide scale of plate system\5028.jpg	oxide scale of plate system	2
5029.jpg	datas\oxide scale of plate system\5029.jpg	oxide scale of plate system	2
5030.jpg	datas\oxide scale of plate system\5030.jpg	oxide scale of plate system	2
5031.jpg	datas\oxide scale of plate system\5031.jpg	oxide scale of plate system	2
5032.jpg	datas\oxide scale of plate system\5032.jpg	oxide scale of plate system	2
5033.jpg	datas\oxide scale of plate system\5033.jpg	oxide scale of plate system	2
5034.jpg	datas\oxide scale of plate system\5034.jpg	oxide scale of plate system	2
5035.jpg	datas\oxide scale of plate system\5035.jpg	oxide scale of plate system	2
5036.jpg	datas\oxide scale of plate system\5036.jpg	oxide scale of plate system	2
5037.jpg	datas\oxide scale of plate system\5037.jpg	oxide scale of plate system	2
5038.jpg	datas\oxide scale of plate system\5038.jpg	oxide scale of plate system	2
5039.jpg	datas\oxide scale of plate system\5039.jpg	oxide scale of plate system	2
5040.jpg	datas\oxide scale of plate system\5040.jpg	oxide scale of plate system	2
5041.jpg	datas\oxide scale of plate system\5041.jpg	oxide scale of plate system	2
5042.jpg	datas\oxide scale of plate system\5042.jpg	oxide scale of plate system	2
5043.jpg	datas\oxide scale of plate system\5043.jpg	oxide scale of plate system	2
5044.jpg	datas\oxide scale of plate system\5044.jpg	oxide scale of plate system	2
5045.jpg	datas\oxide scale of plate system\5045.jpg	oxide scale of plate system	2
5046.jpg	datas\oxide scale of plate system\5046.jpg	oxide scale of plate system	2
5047.jpg	datas\oxide scale of plate system\5047.jpg	oxide scale of plate system	2
5048.jpg	datas\oxide scale of plate system\5048.jpg	oxide scale of plate system	2
5049.jpg	datas\oxide scale of plate system\5049.jpg	oxide scale of plate system	2
5050.jpg	datas\oxide scale of plate system\5050.jpg	oxide scale of plate system	2
5051.jpg	datas\oxide scale of plate system\5051.jpg	oxide scale of plate system	2
5052.jpg	datas\oxide scale of plate system\5052.jpg	oxide scale of plate system	2
5053.jpg	datas\oxide scale of plate system\5053.jpg	oxide scale of plate system	2
5054.jpg	datas\oxide scale of plate system\5054.jpg	oxide scale of plate system	2
5055.jpg	datas\oxide scale of plate system\5055.jpg	oxide scale of plate system	2
5056.jpg	datas\oxide scale of plate system\5056.jpg	oxide scale of plate system	2
5057.jpg	datas\oxide scale of plate system\5057.jpg	oxide scale of plate system	2
5058.jpg	datas\oxide scale of plate system\5058.jpg	oxide scale of plate system	2
5059.jpg	datas\oxide scale of plate system\5059.jpg	oxide scale of plate system	2
5060.jpg	datas\oxide scale of plate system\5060.jpg	oxide scale of plate system	2
5061.jpg	datas\oxide scale of plate system\5061.jpg	oxide scale of plate system	2
5062.jpg	datas\oxide scale of plate system\5062.jpg	oxide scale of plate system	2
5063.jpg	datas\oxide scale of plate system\5063.jpg	oxide scale of plate system	2
7001.jpg	datas\oxide scale of temperature system\7001.jpg	oxide scale of temperature system	3
7002.jpg	datas\oxide scale of temperature system\7002.jpg	oxide scale of temperature system	3
7003.jpg	datas\oxide scale of temperature system\7003.jpg	oxide scale of temperature system	3
